bpm_gt,bpm_pred,failure_reason,level,method,n_tones,n_valid_tones,outlier_frac,quality,quality_pr,quality_snr,quality_stability,rel_err_pct,scenario,segment,selected_variable,valid,variable,variables_used,window_index
8.675,9.731378925375408,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.465428473882029,nan,nan,nan,12.177278678679041,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",20
8.675,10.26034874305133,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7747570787692867,nan,nan,nan,18.27491346456863,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",20
8.675,9.913094080904346,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7747570787692867,nan,nan,nan,14.271977877859882,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",20
8.675,9.783103012062103,,variable,variable_equal_average,nan,nan,nan,0.7744695603116836,nan,nan,nan,12.77352175287726,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,9.797020267032297,,variable,variable_quality_weighted,nan,nan,nan,0.7744695603116836,nan,nan,nan,12.933951204983234,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,10.095656581842206,,variable,variable_weighted_median,nan,nan,nan,0.7744695603116836,nan,nan,nan,16.37644474746058,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,10.115927394709281,,variable,variable_mrc,nan,nan,nan,0.7744695603116836,nan,nan,nan,16.610114060049344,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,10.154636626436833,,variable,adaptive_selection,nan,nan,nan,0.7744695603116836,nan,nan,nan,17.056329987744466,cs_095806,1a,remote_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,10.648981838658656,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7744695603116836,nan,nan,nan,22.754833875027728,cs_095806,1a,remote_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,9.698334543176225,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.50844673333188,nan,nan,nan,11.796363610100565,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,9.254461228271643,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7744695603116836,nan,nan,nan,6.679668337425265,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,9.797020267032297,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7744695603116836,nan,nan,nan,12.933951204983234,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",21
8.675,9.70321032013021,,variable,variable_equal_average,nan,nan,nan,0.7815196032019859,nan,nan,nan,11.852568531760346,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,9.71104633633307,,variable,variable_quality_weighted,nan,nan,nan,0.7815196032019859,nan,nan,nan,11.94289724879618,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,10.019279321439916,,variable,variable_weighted_median,nan,nan,nan,0.7815196032019859,nan,nan,nan,15.49601523273677,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,10.023588458114896,,variable,variable_mrc,nan,nan,nan,0.7815196032019859,nan,nan,nan,15.545688277981496,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,10.048203163503594,,variable,adaptive_selection,nan,nan,nan,0.7815196032019859,nan,nan,nan,15.829431279580323,cs_095806,1a,remote_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,10.813582363665692,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7815196032019859,nan,nan,nan,24.65224626703966,cs_095806,1a,remote_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,9.672156448985044,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.595742314771948,nan,nan,nan,11.494598835562458,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,9.241735217086852,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7815196032019859,nan,nan,nan,6.532970802153903,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,9.71104633633307,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7815196032019859,nan,nan,nan,11.94289724879618,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",22
8.675,9.649720333774674,,variable,variable_equal_average,nan,nan,nan,0.7830552037565502,nan,nan,nan,11.2359692654141,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.656713477037904,,variable,variable_quality_weighted,nan,nan,nan,0.7830552037565502,nan,nan,nan,11.316581867872085,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.966503061161948,,variable,variable_weighted_median,nan,nan,nan,0.7830552037565502,nan,nan,nan,14.887643356333683,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.956825957119166,,variable,variable_mrc,nan,nan,nan,0.7830552037565502,nan,nan,nan,14.776091724716606,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.966503061161948,,variable,adaptive_selection,nan,nan,nan,0.7830552037565502,nan,nan,nan,14.887643356333683,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,17.756047686005022,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7830552037565502,nan,nan,nan,104.68066496835759,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.502202445538112,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.671861676160754,nan,nan,nan,9.535474876520011,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.27089532106784,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7830552037565502,nan,nan,nan,6.86911032931227,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.656713477037904,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7830552037565502,nan,nan,nan,11.316581867872085,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",23
8.675,9.620951751189194,,variable,variable_equal_average,nan,nan,nan,0.7837795935839754,nan,nan,nan,10.90434295318955,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.626491341277756,,variable,variable_quality_weighted,nan,nan,nan,0.7837795935839754,nan,nan,nan,10.968199899455392,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.935093929046461,,variable,variable_weighted_median,nan,nan,nan,0.7837795935839754,nan,nan,nan,14.525578432812225,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.925248583751449,,variable,variable_mrc,nan,nan,nan,0.7837795935839754,nan,nan,nan,14.412087420765971,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.9476662430639,,variable,adaptive_selection,nan,nan,nan,0.7837795935839754,nan,nan,nan,14.670504242811514,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,17.74311561676077,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7837795935839754,nan,nan,nan,104.53159212404346,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.536398530922337,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.708078692229014,nan,nan,nan,9.929666062505321,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.279100779555044,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7837795935839754,nan,nan,nan,6.9636977470322,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.626491341277756,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7837795935839754,nan,nan,nan,10.968199899455392,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",24
8.675,9.628151471082939,,variable,variable_equal_average,nan,nan,nan,0.7830478980643539,nan,nan,nan,10.987336842454615,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.632813311771251,,variable,variable_quality_weighted,nan,nan,nan,0.7830478980643539,nan,nan,nan,11.041075640014412,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.936143979479336,,variable,variable_weighted_median,nan,nan,nan,0.7830478980643539,nan,nan,nan,14.537682760568707,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.930428121562652,,variable,variable_mrc,nan,nan,nan,0.7830478980643539,nan,nan,nan,14.471793908503189,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.962301873965632,,variable,adaptive_selection,nan,nan,nan,0.7830478980643539,nan,nan,nan,14.839214685482785,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.473088668269936,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7830478980643539,nan,nan,nan,9.199869374869571,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.567361045836698,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.736142680348212,nan,nan,nan,10.286582660941756,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.37561305040522,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7830478980643539,nan,nan,nan,8.076231128590432,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.632813311771251,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7830478980643539,nan,nan,nan,11.041075640014412,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",25
8.675,9.641684368286873,,variable,variable_equal_average,nan,nan,nan,0.8002818476188874,nan,nan,nan,11.143335657485554,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.65145354422818,,variable,variable_quality_weighted,nan,nan,nan,0.8002818476188874,nan,nan,nan,11.25594863663608,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.931892906331596,,variable,variable_weighted_median,nan,nan,nan,0.8002818476188874,nan,nan,nan,14.488679035522711,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.931757533432652,,variable,variable_mrc,nan,nan,nan,0.8002818476188874,nan,nan,nan,14.487118541010387,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.97094116798668,,variable,adaptive_selection,nan,nan,nan,0.8002818476188874,nan,nan,nan,14.938803089183628,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.494129662772618,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.8002818476188874,nan,nan,nan,9.44241686193219,cs_095806,1a,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.494129662772618,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.571686225600853,nan,nan,nan,9.44241686193219,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.610292293422312,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.8002818476188874,nan,nan,nan,10.781467359334995,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,9.65145354422818,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.8002818476188874,nan,nan,nan,11.25594863663608,cs_095806,1a,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",26
8.675,8.862886518203169,,variable,variable_equal_average,nan,nan,nan,0.7597410342091675,nan,nan,nan,2.165838826549489,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.8634908176044,,variable,variable_quality_weighted,nan,nan,nan,0.7597410342091675,nan,nan,nan,2.1728048138835736,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.949092768506466,,variable,variable_weighted_median,nan,nan,nan,0.7597410342091675,nan,nan,nan,3.15957081851833,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.959530133913303,,variable,variable_mrc,nan,nan,nan,0.7597410342091675,nan,nan,nan,3.27988626989397,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.97306660874699,,variable,adaptive_selection,nan,nan,nan,0.7597410342091675,nan,nan,nan,3.435926325613708,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.146410174018374,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7597410342091675,nan,nan,nan,6.093254478174368,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,9.023939010748025,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,3.466106931692201,nan,nan,nan,4.022351708910944,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.562665369228625,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7597410342091675,nan,nan,nan,1.294923697652741,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.8634908176044,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7597410342091675,nan,nan,nan,2.1728048138835736,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",0
8.675,8.910181037123175,,variable,variable_equal_average,nan,nan,nan,0.7711641383706979,nan,nan,nan,2.7110206008435114,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,8.915083611217499,,variable,variable_quality_weighted,nan,nan,nan,0.7711641383706979,nan,nan,nan,2.7675344232564636,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,9.026717184507318,,variable,variable_weighted_median,nan,nan,nan,0.7711641383706979,nan,nan,nan,4.054376766654948,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,9.040602816833388,,variable,variable_mrc,nan,nan,nan,0.7711641383706979,nan,nan,nan,4.214441692603891,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,9.058556195628478,,variable,adaptive_selection,nan,nan,nan,0.7711641383706979,nan,nan,nan,4.4213970677634284,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,9.445660405989578,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7819384659039409,nan,nan,nan,8.883693440802045,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,9.069583185250552,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.042406601849744,nan,nan,nan,4.548509340063997,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,8.67736042898706,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7819384659039409,nan,nan,nan,0.027209556046785967,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,8.915083611217499,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7711641383706979,nan,nan,nan,2.7675344232564636,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",1
8.675,8.89974003788371,,variable,variable_equal_average,nan,nan,nan,0.7616938673743814,nan,nan,nan,2.5906632609073106,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,8.911919089568823,,variable,variable_quality_weighted,nan,nan,nan,0.7616938673743814,nan,nan,nan,2.731055787536853,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,9.069080488388785,,variable,variable_weighted_median,nan,nan,nan,0.7616938673743814,nan,nan,nan,4.542714563559472,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,9.079715470797199,,variable,variable_mrc,nan,nan,nan,0.7616938673743814,nan,nan,nan,4.665308020716981,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,9.092778690927535,,variable,adaptive_selection,nan,nan,nan,0.7616938673743814,nan,nan,nan,4.815892690807309,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,9.675432012020254,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7854390505051193,nan,nan,nan,11.532357487265166,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,9.110684282542934,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.229401256344182,nan,nan,nan,5.022297205105858,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,8.7597413087868,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7854390505051193,nan,nan,nan,0.9768450580610935,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,8.911919089568823,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7616938673743814,nan,nan,nan,2.731055787536853,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",2
8.675,8.833935956140051,,variable,variable_equal_average,nan,nan,nan,0.7661475152222703,nan,nan,nan,1.8321147681850176,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,8.850065856919832,,variable,variable_quality_weighted,nan,nan,nan,0.7661475152222703,nan,nan,nan,2.0180502238597247,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,9.118473257013838,,variable,variable_weighted_median,nan,nan,nan,0.7661475152222703,nan,nan,nan,5.112083654338177,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,9.120297317698226,,variable,variable_mrc,nan,nan,nan,0.7661475152222703,nan,nan,nan,5.133110290469453,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,9.122498560076501,,variable,adaptive_selection,nan,nan,nan,0.7661475152222703,nan,nan,nan,5.158484842380406,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,9.901502453583658,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7817068214319315,nan,nan,nan,14.138356813644467,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,9.193173256159133,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,4.061437051196358,nan,nan,nan,5.973178745350226,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,8.770980810057354,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7817068214319315,nan,nan,nan,1.1064070323614248,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,8.850065856919832,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7661475152222703,nan,nan,nan,2.0180502238597247,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",3
8.675,8.64374022023359,,variable,variable_equal_average,nan,nan,nan,0.778661032096274,nan,nan,nan,0.3603432826099139,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,8.66238514685701,,variable,variable_quality_weighted,nan,nan,nan,0.778661032096274,nan,nan,nan,0.14541617455896433,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,9.17326681984187,,variable,variable_weighted_median,nan,nan,nan,0.778661032096274,nan,nan,nan,5.743709738811181,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,9.184525154456026,,variable,variable_mrc,nan,nan,nan,0.778661032096274,nan,nan,nan,5.873488812173197,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,9.17326681984187,,variable,adaptive_selection,nan,nan,nan,0.778661032096274,nan,nan,nan,5.743709738811181,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,9.592230878278082,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.778661032096274,nan,nan,nan,10.573266608392867,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,9.208637645559584,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,3.9991077331161917,nan,nan,nan,6.15144260011047,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,8.811930824688996,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.778661032096274,nan,nan,nan,1.5784533105359742,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,8.66238514685701,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.778661032096274,nan,nan,nan,0.14541617455896433,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",4
8.675,8.402026603553704,,variable,variable_equal_average,nan,nan,nan,0.7587674509570271,nan,nan,nan,3.1466673941936203,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,8.474349417482872,,variable,variable_quality_weighted,nan,nan,nan,0.7587674509570271,nan,nan,nan,2.3129750146066765,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,9.193941947881278,,variable,variable_weighted_median,nan,nan,nan,0.7587674509570271,nan,nan,nan,5.982039745029133,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,9.220086921596053,,variable,variable_mrc,nan,nan,nan,0.7587674509570271,nan,nan,nan,6.283422727332015,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,9.193941947881278,,variable,adaptive_selection,nan,nan,nan,0.7587674509570271,nan,nan,nan,5.982039745029133,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,10.200329496514609,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.776001586159873,nan,nan,nan,17.583048951177037,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,9.199861219843543,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,3.96948852124124,nan,nan,nan,6.050273427591262,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,8.785075669466984,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.776001586159873,nan,nan,nan,1.2688837978902976,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,8.474349417482872,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7587674509570271,nan,nan,nan,2.3129750146066765,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",5
8.675,8.256523277924986,,variable,variable_equal_average,nan,nan,nan,0.7337202281952168,nan,nan,nan,4.823939159366166,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,8.387166362491849,,variable,variable_quality_weighted,nan,nan,nan,0.7337202281952168,nan,nan,nan,3.3179670029758155,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,9.209106572443016,,variable,variable_weighted_median,nan,nan,nan,0.7337202281952168,nan,nan,nan,6.156848097325822,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,9.248634814852531,,variable,variable_mrc,nan,nan,nan,0.7337202281952168,nan,nan,nan,6.612505070346172,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,9.209106572443016,,variable,adaptive_selection,nan,nan,nan,0.7337202281952168,nan,nan,nan,6.156848097325822,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,10.204828198723606,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7648669008454024,nan,nan,nan,17.63490718989746,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,9.22726800040298,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,3.8330183023297852,nan,nan,nan,6.3662017337519154,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,8.66577396144002,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7648669008454024,nan,nan,nan,0.10635202950985652,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,8.387166362491849,,hierarchical,hierarchical_quality_fusion,nan,nan,nan,0.7337202281952168,nan,nan,nan,3.3179670029758155,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",6
8.675,8.315080872155827,,variable,variable_equal_average,nan,nan,nan,0.7416794781885558,nan,nan,nan,4.148923663909787,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,8.406095628257633,,variable,variable_quality_weighted,nan,nan,nan,0.7416794781885558,nan,nan,nan,3.099762210286658,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,9.285310817720239,,variable,variable_weighted_median,nan,nan,nan,0.7416794781885558,nan,nan,nan,7.035283201386032,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,9.335373473335942,,variable,variable_mrc,nan,nan,nan,0.7416794781885558,nan,nan,nan,7.612374332402777,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,9.285310817720239,,variable,adaptive_selection,nan,nan,nan,0.7416794781885558,nan,nan,nan,7.035283201386032,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,10.304929307834767,,hierarchical,best_tone__adaptive_selection,nan,nan,nan,0.7636552850680288,nan,nan,nan,18.78881046495408,cs_095806,1b,local_amplitudes,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,9.243544915092116,,hierarchical,liu_weighted_median__variable_weighted_median,nan,nan,nan,3.8144377118042248,nan,nan,nan,6.553831874260693,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
8.675,8.520978153067523,,hierarchical,snr_mrc__variable_mrc,nan,nan,nan,0.7636552850680288,nan,nan,nan,1.7754679761668946,cs_095806,1b,,True,local+remote+phase,"local_amplitudes,remote_amplitudes,phases",7
