bpm_gt,bpm_pred,failure_reason,level,mean_outlier_frac,mean_pr,mean_snr,mean_stability,median_n_valid_tones,method,n_windows,rel_err_pct,scenario,segment,valid_window_rate
8.675000000000002,9.108583565478003,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,28,4.998081446432303,cs_095806,1b,1.0
8.675000000000002,8.308676485293452,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,28,4.576877931559368,cs_095806,1b,1.0
8.675000000000002,8.56457272967469,,variable,nan,nan,nan,nan,nan,adaptive_selection,28,7.000124475608447,cs_095806,1b,1.0
8.675000000000002,8.487083082260053,,variable,nan,nan,nan,nan,nan,variable_equal_average,28,5.473309404996152,cs_095806,1b,1.0
8.675000000000002,8.49673758481246,,variable,nan,nan,nan,nan,nan,variable_mrc,28,7.793201864445662,cs_095806,1b,1.0
8.675000000000002,8.500444102709263,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,28,4.805381105433819,cs_095806,1b,1.0
8.675000000000002,8.553505451582298,,variable,nan,nan,nan,nan,nan,variable_weighted_median,28,6.7888002894065975,cs_095806,1b,1.0
11.49,13.532398820198287,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,3,17.77544665098594,cs_095806,2a,1.0
11.49,13.292760701531108,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,3,15.689823337955682,cs_095806,2a,1.0
11.49,13.40944488836071,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,3,16.705351508796443,cs_095806,2a,1.0
11.49,13.589722482294036,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,3,18.274347104386734,cs_095806,2a,1.0
11.49,13.478973301604507,,variable,nan,nan,nan,nan,nan,adaptive_selection,3,17.31047259882078,cs_095806,2a,1.0
11.49,13.25857391808285,,variable,nan,nan,nan,nan,nan,variable_equal_average,3,15.392288233967358,cs_095806,2a,1.0
11.49,13.60950872611638,,variable,nan,nan,nan,nan,nan,variable_mrc,3,18.446551141134705,cs_095806,2a,1.0
11.49,13.292760701531108,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,3,15.689823337955682,cs_095806,2a,1.0
11.49,13.478973301604507,,variable,nan,nan,nan,nan,nan,variable_weighted_median,3,17.31047259882078,cs_095806,2a,1.0
14.04,14.991132524541626,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,25,8.607209520977351,cs_095806,3,1.0
14.04,14.860410616919943,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,25,6.819523020539226,cs_095806,3,1.0
14.04,15.027260528393512,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,25,7.031770145252967,cs_095806,3,1.0
14.04,14.416149907761396,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,25,7.938935689710698,cs_095806,3,1.0
14.04,14.970691743278508,,variable,nan,nan,nan,nan,nan,adaptive_selection,25,6.799989174172573,cs_095806,3,1.0
14.04,14.842423150282714,,variable,nan,nan,nan,nan,nan,variable_equal_average,25,6.964016576222134,cs_095806,3,1.0
14.04,14.523849903794089,,variable,nan,nan,nan,nan,nan,variable_mrc,25,6.144525856424425,cs_095806,3,1.0
14.04,14.860410616919943,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,25,6.819523020539226,cs_095806,3,1.0
14.04,14.680960507684572,,variable,nan,nan,nan,nan,nan,variable_weighted_median,25,5.3058804977187295,cs_095806,3,1.0
16.17,15.684693966289775,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,5,3.001274172604999,cs_095806,4a,1.0
16.17,15.166115182355279,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,5,6.208316744865325,cs_095806,4a,1.0
16.17,16.626739520973796,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,5,2.8246105193184703,cs_095806,4a,1.0
16.17,15.120077217028221,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,5,6.49302896086444,cs_095806,4a,1.0
16.17,15.18968515418041,,variable,nan,nan,nan,nan,nan,adaptive_selection,5,6.0625531590574555,cs_095806,4a,1.0
16.17,15.170081769903074,,variable,nan,nan,nan,nan,nan,variable_equal_average,5,6.183786209628486,cs_095806,4a,1.0
16.17,15.116005503155113,,variable,nan,nan,nan,nan,nan,variable_mrc,5,6.5182096279832304,cs_095806,4a,1.0
16.17,15.166115182355279,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,5,6.208316744865325,cs_095806,4a,1.0
16.17,15.162235460420607,,variable,nan,nan,nan,nan,nan,variable_weighted_median,5,6.2323100777946365,cs_095806,4a,1.0
8.675,9.474419728690512,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,25,11.408378838014787,cs_102621,1a,1.0
8.675,9.691365147559447,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,25,11.716024755728462,cs_102621,1a,1.0
8.675,10.139683039417738,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,25,16.883954344873036,cs_102621,1a,1.0
8.675,9.058550060788994,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,25,5.489205416189998,cs_102621,1a,1.0
8.675,9.061296417481039,,variable,nan,nan,nan,nan,nan,adaptive_selection,25,5.914272027565201,cs_102621,1a,1.0
8.675,9.85036979958927,,variable,nan,nan,nan,nan,nan,variable_equal_average,25,13.548931407369103,cs_102621,1a,1.0
8.675,9.068654719274544,,variable,nan,nan,nan,nan,nan,variable_mrc,25,7.57828937114946,cs_102621,1a,1.0
8.675,9.691365147559447,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,25,11.716024755728462,cs_102621,1a,1.0
8.675,9.510911777855895,,variable,nan,nan,nan,nan,nan,variable_weighted_median,25,9.63587063810829,cs_102621,1a,1.0
8.675000000000002,8.585875066152223,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,27,2.9949841075804047,cs_102621,1b,1.0
8.675000000000002,9.630865023378455,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,27,11.018616984189672,cs_102621,1b,1.0
8.675000000000002,9.758354409868643,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,27,12.488235272261003,cs_102621,1b,1.0
8.675000000000002,8.33210443709523,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,27,5.5990830303101005,cs_102621,1b,1.0
8.675000000000002,9.46059630692485,,variable,nan,nan,nan,nan,nan,adaptive_selection,27,10.366141962674694,cs_102621,1b,1.0
8.675000000000002,9.64233847337209,,variable,nan,nan,nan,nan,nan,variable_equal_average,27,11.150875773741673,cs_102621,1b,1.0
8.675000000000002,10.121658320925158,,variable,nan,nan,nan,nan,nan,variable_mrc,27,16.676176610088287,cs_102621,1b,1.0
8.675000000000002,9.630865023378455,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,27,11.018616984189672,cs_102621,1b,1.0
8.675000000000002,10.009190307293089,,variable,nan,nan,nan,nan,nan,variable_weighted_median,27,15.379715357845381,cs_102621,1b,1.0
11.49,11.857198893440303,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,3,3.1958128236753978,cs_102621,2a,1.0
11.49,13.00464404085003,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,3,13.18228059921696,cs_102621,2a,1.0
11.49,12.690179735217109,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,3,10.445428504935693,cs_102621,2a,1.0
11.49,12.102268302873531,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,3,5.328705856166511,cs_102621,2a,1.0
11.49,13.37410764609649,,variable,nan,nan,nan,nan,nan,adaptive_selection,3,16.39780370841157,cs_102621,2a,1.0
11.49,12.951415380091987,,variable,nan,nan,nan,nan,nan,variable_equal_average,3,12.719019844142629,cs_102621,2a,1.0
11.49,12.725973419614503,,variable,nan,nan,nan,nan,nan,variable_mrc,3,10.756948821710202,cs_102621,2a,1.0
11.49,13.00464404085003,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,3,13.18228059921696,cs_102621,2a,1.0
11.49,13.148165823096454,,variable,nan,nan,nan,nan,nan,variable_weighted_median,3,14.431382272379926,cs_102621,2a,1.0
14.040000000000001,13.767595589157597,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,26,4.759457028070334,cs_102621,3,1.0
14.040000000000001,13.751545725928557,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,26,3.5121817523894374,cs_102621,3,1.0
14.040000000000001,14.556881437263904,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,26,3.6814917184039087,cs_102621,3,1.0
14.040000000000001,13.561642308404005,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,26,5.472435344728319,cs_102621,3,1.0
14.040000000000001,13.593208124811277,,variable,nan,nan,nan,nan,nan,adaptive_selection,26,4.989008256619276,cs_102621,3,1.0
14.040000000000001,13.766165276035576,,variable,nan,nan,nan,nan,nan,variable_equal_average,26,3.900607360359677,cs_102621,3,1.0
14.040000000000001,13.655101232472937,,variable,nan,nan,nan,nan,nan,variable_mrc,26,5.383068697952154,cs_102621,3,1.0
14.040000000000001,13.751545725928557,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,26,3.5121817523894374,cs_102621,3,1.0
14.040000000000001,13.709685510440151,,variable,nan,nan,nan,nan,nan,variable_weighted_median,26,4.126977946093793,cs_102621,3,1.0
16.17,11.922748910017399,,hierarchical,nan,nan,nan,nan,nan,best_tone__adaptive_selection,6,29.863843690771144,cs_102621,4a,1.0
16.17,12.305120963273387,,hierarchical,nan,nan,nan,nan,nan,hierarchical_quality_fusion,6,23.90154011581086,cs_102621,4a,1.0
16.17,15.424154397959938,,hierarchical,nan,nan,nan,nan,nan,liu_weighted_median__variable_weighted_median,6,4.612526914286116,cs_102621,4a,1.0
16.17,16.293118511889077,,hierarchical,nan,nan,nan,nan,nan,snr_mrc__variable_mrc,6,7.343992761281716,cs_102621,4a,1.0
16.17,16.187605352955234,,variable,nan,nan,nan,nan,nan,adaptive_selection,6,3.492036100018961,cs_102621,4a,1.0
16.17,12.156557948578138,,variable,nan,nan,nan,nan,nan,variable_equal_average,6,24.82029716401895,cs_102621,4a,1.0
16.17,15.28200833207728,,variable,nan,nan,nan,nan,nan,variable_mrc,6,14.028236060249357,cs_102621,4a,1.0
16.17,12.305120963273387,,variable,nan,nan,nan,nan,nan,variable_quality_weighted,6,23.90154011581086,cs_102621,4a,1.0
16.17,13.739979690685113,,variable,nan,nan,nan,nan,nan,variable_weighted_median,6,15.027954912275126,cs_102621,4a,1.0
